CONTA,    PRODUÇÃO  ,    IMPORTAÇÃO  ,VARIAÇÃO DE ESTOQUES,    EXPORTAÇÃO  ,    NÃO-APROVEITADA  ,    REINJEÇÃO  ,CONSUMO FINAL NÃO-ENERGÉTICO,SETOR ENERGÉTICO,    RESIDENCIAL  ,    COMERCIAL  ,    PÚBLICO,    AGROPECUÁRIO  ,      RODOVIÁRIO  ,      FERROVIÁRIO  ,      AÉREO ,      HIDROVIÁRIO  ,   INDUSTRIAL - TOTAL  ,CONSUMO NÃO-IDENTIFICADO,Ano
 GÁS NATURAL ,6232,0,4,0,-1036,-864,833,814,4,0,1,0,1,0,0,0,1375,0,1990
 CARVÃO VAPOR ,1594,0,359,0,0,0,0,0,0,0,0,0,0,5,0,0,986,0,1990
 CARVÃO METALÚRGICO ,320,7505,-135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
 URÂNIO U3O8 ,50,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
 ENERGIA HIDRÁULICA ,17776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
 LENHA ,28536,0,0,0,0,0,0,0,7959,114,2,2169,0,2,0,0,5387,0,1990
 PRODUTOS DA CANA ,18451,0,0,0,0,0,0,6706,0,0,0,0,0,0,0,0,4559,0,1990
 OUTRAS FONTES PRIMÁRIAS ,2199,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1493,0,1990
 ENERGIA PRIMÁRIA TOTAL ,107712,36969,-1376,0,-1036,-864,833,7520,7980,115,4,2169,1,7,0,0,13803,0,1990
 ÓLEO DIESEL ,0,595,-37,-223,0,0,0,428,0,39,82,3246,15982,522,0,322,319,0,1990
 ÓLEO COMBUSTIVEL ,0,637,44,-2508,0,0,0,1655,0,287,54,26,0,0,0,765,6771,147,1990
 GASOLINA ,0,3,-65,-1740,0,0,0,0,0,0,0,0,7436,0,48,0,0,0,1990
 GLP ,0,1441,-33,-5,0,0,0,20,4988,337,16,0,0,0,0,0,161,162,1990
 NAFTA ,0,187,-12,0,0,0,4958,0,0,0,0,0,0,0,0,0,0,0,1990
 QUEROSENE ,0,23,-28,-489,0,0,81,3,128,0,0,0,0,0,1918,0,58,0,1990
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-42,0,0,340,144,54,7,0,0,0,0,0,962,0,1990
 COQUE DE CARVÃO MINERAL ,0,395,-424,0,0,0,0,0,0,0,0,0,0,0,0,0,5132,0,1990
 URÂNIO CONTIDO NO UO2,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
 ELETRICIDADE,0,2282,0,0,0,0,0,587,4185,2048,1559,573,0,102,0,0,9661,0,1990
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,639,52,3,11,0,0,0,0,5430,0,1990
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,599,-63,0,0,0,490,0,0,0,0,0,5855,0,0,0,0,0,1990
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-19,0,-296,0,246,1485,0,0,3,0,0,0,0,0,1112,0,1990
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,101,-231,-51,0,0,3232,0,0,0,0,0,0,0,0,0,0,0,1990
 ALCATRÃO ,0,0,-17,0,0,0,109,0,0,0,0,0,0,0,0,0,115,0,1990
 ENERGIA SECUNDÁRIA TOTAL ,0,6269,-292,-5020,-339,0,9118,4521,10085,2821,1728,3858,29274,625,1966,1088,29724,310,1990
 TOTAL  ,107712,43238,-1669,-5020,-1375,-864,9952,12042,18065,2936,1732,6027,29276,632,1966,1088,43527,310,1990
 PETRÓLEO ,30623,30439,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
 GÁS NATURAL ,6059,0,0,0,-850,-950,1069,840,1,0,0,0,1,0,0,0,1111,0,1989
 CARVÃO VAPOR ,2220,0,60,0,0,0,0,0,0,0,0,0,0,6,0,0,1167,0,1989
 CARVÃO METALÚRGICO ,675,7065,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
 URÂNIO U3O8 ,354,0,-354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
 ENERGIA HIDRÁULICA ,17603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
 LENHA ,32953,0,0,0,0,0,0,0,8904,114,2,2355,0,2,0,0,5808,0,1989
 PRODUTOS DA CANA ,18479,0,0,0,0,0,0,7095,0,0,0,0,0,0,0,0,4288,0,1989
 OUTRAS FONTES PRIMÁRIAS ,2011,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1508,0,1989
 ENERGIA PRIMÁRIA TOTAL ,110981,37505,-24,0,-850,-950,1069,7936,8919,114,3,2355,1,9,0,0,13883,0,1989
 ÓLEO DIESEL ,0,851,18,-581,0,0,0,385,0,46,75,3588,15868,609,0,327,311,0,1989
 ÓLEO COMBUSTIVEL ,0,1017,7,-2602,0,0,0,1559,0,220,52,28,0,0,0,714,7029,0,1989
 GASOLINA ,0,2,-47,-3073,0,0,0,0,0,0,0,0,6527,0,63,0,0,0,1989
 GLP ,0,1420,-19,-31,0,0,0,29,4837,288,15,0,0,0,0,0,189,90,1989
 NAFTA ,0,122,-17,0,0,0,4890,0,0,0,0,0,0,0,0,0,0,0,1989
 QUEROSENE ,0,29,-228,-456,0,0,109,0,148,0,0,0,0,0,2014,0,74,0,1989
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-45,0,0,352,153,55,7,0,0,0,0,0,1194,0,1989
 COQUE DE CARVÃO MINERAL ,0,862,-115,0,0,0,0,0,0,0,0,0,0,0,0,0,6168,0,1989
 URÂNIO CONTIDO NO UO2,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
 ELETRICIDADE,0,2030,0,-129,0,0,0,573,3760,1934,1487,546,0,111,0,0,9850,0,1989
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,705,54,3,12,0,0,0,0,6749,0,1989
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,866,0,0,0,377,0,0,0,0,0,6507,0,0,0,0,0,1989
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-30,-26,-192,0,236,1709,0,0,0,0,0,0,0,0,1035,0,1989
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,117,-15,-82,0,0,3015,0,0,0,0,0,0,0,0,0,0,0,1989
 ALCATRÃO ,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,190,0,1989
 ENERGIA SECUNDÁRIA TOTAL ,0,6454,890,-6982,-238,0,8695,4610,9604,2601,1642,4177,28902,721,2078,1041,32794,90,1989
 TOTAL  ,110981,43959,866,-6982,-1088,-950,9765,12547,18524,2715,1645,6532,28904,730,2078,1041,46677,90,1989
 PETRÓLEO ,28447,32796,-68,-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
 GÁS NATURAL ,6005,0,6,0,-902,-1059,982,870,0,0,0,0,2,0,0,0,1069,0,1988
 CARVÃO VAPOR ,2492,0,-150,0,0,0,0,0,0,0,0,0,0,7,0,0,1476,0,1988
 CARVÃO METALÚRGICO ,788,6865,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
 URÂNIO U3O8 ,182,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
 ENERGIA HIDRÁULICA ,17121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
 LENHA ,32565,0,0,0,0,0,0,0,9559,136,2,2494,0,2,0,0,6154,0,1988
 PRODUTOS DA CANA ,19031,0,0,0,0,0,0,6846,0,0,0,0,0,0,0,0,4946,0,1988
 OUTRAS FONTES PRIMÁRIAS ,2013,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1493,0,1988
 ENERGIA PRIMÁRIA TOTAL ,108648,39662,133,-190,-902,-1059,982,7717,9570,136,2,2494,2,9,0,0,15140,0,1988
 ÓLEO DIESEL ,0,476,148,-919,0,0,0,405,0,31,147,3383,14981,597,0,455,321,0,1988
 ÓLEO COMBUSTIVEL ,0,1752,-141,-2241,0,0,0,1621,0,200,182,35,0,0,0,1175,6735,0,1988
 GASOLINA ,0,5,-23,-4110,0,0,0,0,0,0,0,0,5808,0,61,0,0,0,1988
 GLP ,0,1479,-123,-42,0,0,0,14,4594,221,22,0,0,0,0,0,223,92,1988
 NAFTA ,0,73,4,0,0,0,4536,0,0,0,0,0,0,0,0,0,0,0,1988
 QUEROSENE ,0,28,-170,-563,0,0,105,0,161,0,0,0,0,0,1904,0,82,0,1988
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-15,0,0,364,152,52,7,0,0,0,0,0,1241,0,1988
 COQUE DE CARVÃO MINERAL ,0,585,106,0,0,0,0,0,0,0,0,0,0,0,0,0,6255,0,1988
 URÂNIO CONTIDO NO UO2,0,0,-192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
 ELETRICIDADE,0,1543,0,0,0,0,0,563,3485,1835,1427,535,0,103,0,0,9584,0,1988
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,752,51,3,11,0,0,0,0,5938,0,1988
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,550,-46,0,0,343,0,0,0,0,0,6024,0,0,0,0,0,1988
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,78,0,-55,0,327,1603,0,0,0,0,0,0,0,0,1119,0,1988
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,82,-58,-143,0,0,3101,0,0,0,0,0,0,0,0,0,0,0,1988
 ALCATRÃO ,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,197,0,1988
 ENERGIA SECUNDÁRIA TOTAL ,0,6027,178,-8068,-70,0,8482,4571,9147,2393,1792,3967,26814,700,1966,1631,31701,92,1988
 TOTAL  ,108648,45690,311,-8259,-973,-1059,9464,12288,18718,2530,1794,6461,26816,710,1966,1631,46841,92,1988
 PETRÓLEO ,29103,31810,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
 GÁS NATURAL ,5738,0,159,0,-961,-947,973,934,0,0,0,0,0,0,0,0,994,0,1987
 CARVÃO VAPOR ,2377,0,422,0,0,0,0,0,0,0,0,0,0,6,0,0,1705,0,1987
 CARVÃO METALÚRGICO ,635,7145,-339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
 URÂNIO U3O8 ,1151,0,-322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
 ENERGIA HIDRÁULICA ,15961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
 LENHA ,32776,0,0,0,0,0,0,0,10179,151,3,2602,0,2,0,0,6451,0,1987
 PRODUTOS DA CANA ,20771,0,0,0,0,0,0,7317,0,0,0,0,0,0,0,0,5602,0,1987
 OUTRAS FONTES PRIMÁRIAS ,1871,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1355,0,1987
 ENERGIA PRIMÁRIA TOTAL ,110388,38956,109,0,-961,-947,973,8251,10189,151,3,2602,0,8,0,0,16110,0,1987
 ÓLEO DIESEL ,0,502,-94,-801,0,0,0,344,0,32,93,3230,14688,569,0,498,293,0,1987
 ÓLEO COMBUSTIVEL ,0,861,30,-1907,0,0,0,1640,0,145,111,34,0,0,0,1237,6658,0,1987
 GASOLINA ,0,8,-41,-4042,0,0,0,0,0,0,0,0,5931,0,62,0,0,0,1987
 GLP ,0,856,-188,-46,0,0,0,14,4273,173,23,0,0,0,0,0,259,104,1987
 NAFTA ,0,34,-99,0,0,0,4574,0,0,0,0,0,0,0,0,0,0,0,1987
 QUEROSENE ,0,0,-36,-687,0,0,119,0,165,0,0,0,0,0,1968,0,76,0,1987
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-14,0,0,351,151,53,7,0,0,0,0,0,1158,0,1987
 COQUE DE CARVÃO MINERAL ,0,499,-117,0,0,0,0,0,0,0,0,0,0,0,0,0,5545,0,1987
 URÂNIO CONTIDO NO UO2,0,0,-538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
 ELETRICIDADE,0,1445,0,0,0,0,0,548,3300,1759,1339,505,0,101,0,0,9022,0,1987
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,781,58,5,12,0,0,0,0,5489,0,1987
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-174,-20,0,0,360,0,0,0,0,0,5686,0,0,0,0,0,1987
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-27,0,-6,0,437,1560,0,0,0,0,0,0,0,1,1047,0,1987
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,67,-125,-136,0,0,3015,0,0,0,0,0,0,0,0,0,0,0,1987
 ALCATRÃO ,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,138,0,1987
 ENERGIA SECUNDÁRIA TOTAL ,0,4275,-1411,-7643,-21,0,8633,4460,8671,2221,1580,3784,26306,670,2031,1737,29690,104,1987
 TOTAL  ,110388,43231,-1302,-7643,-982,-947,9607,12712,18861,2373,1584,6387,26306,679,2031,1737,45800,104,1987
 PETRÓLEO ,29432,30915,-661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
 GÁS NATURAL ,5643,0,15,0,-1209,-975,912,923,0,0,0,0,0,0,0,0,766,0,1986
 CARVÃO VAPOR ,2491,0,634,-52,0,0,0,0,0,0,0,0,0,6,0,0,1704,0,1986
 CARVÃO METALÚRGICO ,853,6244,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
 URÂNIO U3O8 ,365,0,-365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
 ENERGIA HIDRÁULICA ,15688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
 LENHA ,32765,0,0,0,0,0,0,0,9668,167,3,2509,0,2,0,0,6680,0,1986
 PRODUTOS DA CANA ,17256,0,0,0,0,0,0,5873,0,0,0,0,0,0,0,0,4975,0,1986
 OUTRAS FONTES PRIMÁRIAS ,1777,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1319,0,1986
 ENERGIA PRIMÁRIA TOTAL ,106274,37159,-348,-52,-1209,-975,912,6797,9675,167,3,2509,0,9,0,0,15446,0,1986
 ÓLEO DIESEL ,0,712,-169,-793,0,0,0,379,0,35,58,2975,13948,595,0,750,275,0,1986
 ÓLEO COMBUSTIVEL ,0,354,120,-2211,0,0,0,1498,0,152,61,25,0,1,0,1316,5946,0,1986
 GASOLINA ,0,100,-70,-2900,0,0,0,0,0,0,0,0,6808,0,67,0,0,0,1986
 GLP ,0,671,-157,-21,0,0,0,15,4048,149,18,0,0,0,0,0,182,0,1986
 NAFTA ,0,3,-188,0,0,0,4061,0,0,0,0,0,0,0,0,0,0,0,1986
 QUEROSENE ,0,38,-287,-440,0,0,83,0,176,0,0,0,0,0,1944,0,83,0,1986
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-34,0,0,356,146,50,6,0,0,0,0,0,917,0,1986
 COQUE DE CARVÃO MINERAL ,0,64,-117,0,0,0,0,0,0,0,0,0,0,0,0,0,4946,0,1986
 URÂNIO CONTIDO NO UO2,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
 ELETRICIDADE,0,885,0,0,0,0,0,546,3074,1684,1277,430,0,99,0,0,8975,0,1986
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,803,64,6,7,0,0,0,0,5641,0,1986
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1051,-164,0,0,389,0,0,0,0,0,5583,0,0,0,0,0,1986
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,13,1,0,-166,0,376,1375,0,0,0,0,0,0,0,0,1019,0,1986
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,55,-147,-119,0,0,3061,0,0,0,0,0,0,0,0,0,0,0,1986
 ALCATRÃO ,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,64,0,1986
 ENERGIA SECUNDÁRIA TOTAL ,0,2899,71,-6652,-200,0,8198,4173,8248,2136,1430,3439,26340,696,2011,2067,28052,0,1986
 TOTAL  ,106274,40059,-276,-6704,-1410,-975,9110,10971,17924,2303,1433,5949,26340,706,2011,2067,43498,0,1986
 PETRÓLEO ,28079,28007,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
 GÁS NATURAL ,5426,0,0,0,-1587,-893,833,801,0,0,0,0,0,0,0,0,598,0,1985
 CARVÃO VAPOR ,2620,0,422,0,0,0,0,0,0,0,0,0,0,12,0,0,1508,0,1985
 CARVÃO METALÚRGICO ,902,5953,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
 URÂNIO U3O8 ,1010,0,-1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
 ENERGIA HIDRÁULICA ,15340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
 LENHA ,32924,0,0,0,0,0,0,0,10763,161,4,2633,0,3,0,0,6355,0,1985
 PRODUTOS DA CANA ,19107,0,0,0,0,0,0,6709,0,0,0,0,0,0,0,0,5015,0,1985
 OUTRAS FONTES PRIMÁRIAS ,1588,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1168,0,1985
 ENERGIA PRIMÁRIA TOTAL ,107001,33961,-544,0,-1587,-893,833,7510,10769,161,4,2633,0,15,0,0,14646,0,1985
 ÓLEO DIESEL ,0,371,464,-1123,0,0,0,352,0,10,85,3005,11846,584,0,942,256,0,1985
 ÓLEO COMBUSTIVEL ,0,223,-460,-2219,0,0,0,1413,0,129,71,23,0,1,0,1682,5496,0,1985
 GASOLINA ,0,166,159,-3767,0,0,0,0,0,0,0,0,6042,0,55,0,0,0,1985
 GLP ,0,541,-284,-46,0,0,0,13,3778,138,18,0,0,0,0,0,157,0,1985
 NAFTA ,0,33,224,0,0,0,4018,0,0,0,0,0,0,0,0,0,0,0,1985
 QUEROSENE ,0,37,-381,-793,0,0,56,0,189,0,0,0,0,0,1801,0,82,0,1985
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-30,0,0,361,151,46,5,0,0,0,0,0,865,0,1985
 COQUE DE CARVÃO MINERAL ,0,66,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,4941,0,1985
 URÂNIO CONTIDO NO UO2,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
 ELETRICIDADE,0,164,0,0,0,0,0,535,2806,1588,1236,385,0,98,0,0,8276,0,1985
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,857,67,6,9,0,0,0,0,5240,0,1985
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-1009,-221,0,0,415,0,0,0,0,0,4235,0,0,0,0,0,1985
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,72,36,0,-368,0,199,1328,0,0,0,0,0,0,0,0,957,0,1985
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,138,383,-192,0,0,3370,0,0,0,0,0,0,0,0,0,0,0,1985
 ALCATRÃO ,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,57,0,1985
 ENERGIA SECUNDÁRIA TOTAL ,0,1817,-3,-8364,-398,0,8275,4004,7783,1980,1425,3424,22123,685,1857,2625,26332,0,1985
 TOTAL  ,107001,35779,-548,-8364,-1986,-893,9109,11514,18553,2141,1429,6058,22123,701,1857,2625,40978,0,1985
 PETRÓLEO ,23711,33387,-1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
 GÁS NATURAL ,4865,0,0,0,-1656,-803,771,552,0,0,0,0,0,0,0,0,456,0,1984
 CARVÃO VAPOR ,2656,0,-391,0,0,0,0,0,0,0,0,0,0,23,0,0,1389,0,1984
 CARVÃO METALÚRGICO ,836,5603,-296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
 URÂNIO U3O8 ,1399,0,-1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
 ENERGIA HIDRÁULICA ,14326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
 LENHA ,33339,0,0,0,0,0,0,0,11805,173,4,2799,0,3,0,0,6159,0,1984
 PRODUTOS DA CANA ,16792,0,0,0,0,0,0,5343,0,0,0,0,0,0,0,0,5400,0,1984
 OUTRAS FONTES PRIMÁRIAS ,1429,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,942,0,1984
 ENERGIA PRIMÁRIA TOTAL ,99357,38991,-3630,0,-1656,-803,771,5896,11809,173,4,2799,0,26,0,0,14349,0,1984
 ÓLEO DIESEL ,0,1,34,-1384,0,0,0,301,0,8,94,2571,11485,565,0,832,265,0,1984
 ÓLEO COMBUSTIVEL ,0,129,-386,-2738,0,0,0,1422,0,101,64,25,0,1,0,1382,5506,0,1984
 GASOLINA ,0,62,-79,-3324,0,0,0,0,0,0,0,0,6140,0,59,0,0,0,1984
 GLP ,0,276,-113,-47,0,0,0,5,3460,131,15,0,0,0,0,0,160,0,1984
 NAFTA ,0,3,217,0,0,0,3231,10,0,0,0,0,0,0,0,0,1,0,1984
 QUEROSENE ,0,0,-172,-1221,0,0,65,16,201,0,0,0,0,0,1695,0,96,0,1984
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-29,0,0,291,143,44,4,0,0,0,0,0,798,0,1984
 COQUE DE CARVÃO MINERAL ,0,41,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4439,0,1984
 URÂNIO CONTIDO NO UO2,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
 ELETRICIDADE,0,1,0,-8,0,0,0,490,2659,1520,1165,329,0,95,0,0,7498,0,1984
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,900,68,7,9,0,0,0,0,4916,0,1984
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-295,-508,0,0,352,0,0,0,0,0,3443,0,0,0,0,0,1984
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,86,-3,0,-92,0,265,1468,0,0,0,0,0,0,0,0,909,0,1984
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,56,-110,-215,0,0,2617,0,0,0,0,0,0,0,0,0,0,0,1984
 ALCATRÃO ,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,56,0,1984
 ENERGIA SECUNDÁRIA TOTAL ,0,660,-25,-9448,-122,0,6751,4006,7366,1875,1353,2937,21069,662,1754,2215,24649,0,1984
 TOTAL  ,99357,39651,-3655,-9448,-1778,-803,7522,9903,19175,2049,1357,5736,21069,689,1754,2215,38998,0,1984
 PETRÓLEO ,16910,37389,-2116,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
 GÁS NATURAL ,3983,0,0,0,-1403,-674,704,430,0,0,0,0,0,0,0,0,394,0,1983
 CARVÃO VAPOR ,2355,0,-147,0,0,0,0,0,0,0,0,0,0,24,0,0,1461,0,1983
 CARVÃO METALÚRGICO ,751,4038,-258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
 URÂNIO U3O8 ,2311,0,-2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
 ENERGIA HIDRÁULICA ,13026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
 LENHA ,30233,0,0,0,0,0,0,0,11585,173,5,3150,0,3,0,0,5291,0,1983
 PRODUTOS DA CANA ,15455,0,0,0,0,0,0,4455,0,0,0,0,0,0,0,0,5566,0,1983
 OUTRAS FONTES PRIMÁRIAS ,1196,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,843,0,1983
 ENERGIA PRIMÁRIA TOTAL ,86224,41427,-4834,-52,-1403,-674,704,4885,11587,173,5,3150,0,27,0,0,13557,0,1983
 ÓLEO DIESEL ,0,233,-13,-1004,0,0,0,371,0,28,69,2443,11024,554,0,817,278,0,1983
 ÓLEO COMBUSTIVEL ,0,399,284,-2590,0,0,0,1327,0,180,105,25,0,7,0,1333,6566,124,1983
 GASOLINA ,0,67,-21,-1611,0,0,0,0,0,0,0,0,6847,0,62,0,0,0,1983
 GLP ,0,541,-71,-50,0,0,0,12,3489,125,14,0,0,0,0,0,170,0,1983
 NAFTA ,0,3,131,0,0,0,3115,0,0,0,0,0,0,0,0,0,1,0,1983
 QUEROSENE ,0,0,19,-582,0,0,89,0,216,0,1,0,0,0,1914,0,109,0,1983
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-44,0,0,206,144,43,4,0,0,0,0,0,641,0,1983
 COQUE DE CARVÃO MINERAL ,0,154,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,3378,0,1983
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
 ELETRICIDADE,0,0,0,-21,0,0,0,432,2557,1439,1102,276,0,91,0,0,6476,0,1983
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,874,68,7,9,0,0,0,0,3764,0,1983
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-676,-228,0,0,387,0,0,0,0,0,2676,0,0,0,0,0,1983
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,9,-30,0,-174,0,134,1399,0,0,0,0,0,0,0,0,763,0,1983
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,90,62,-185,0,0,2505,0,0,0,0,0,0,0,0,0,0,0,1983
 ALCATRÃO ,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,49,0,1983
 ENERGIA SECUNDÁRIA TOTAL ,0,1500,-344,-6274,-219,0,6401,3750,7282,1885,1304,2756,20548,653,1976,2151,22200,124,1983
 TOTAL  ,86224,42927,-5179,-6326,-1623,-674,7106,8635,18870,2059,1309,5906,20548,681,1976,2151,35758,124,1983
 PETRÓLEO ,13338,40944,388,-1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
 GÁS NATURAL ,3007,0,0,0,-979,-628,423,343,0,0,0,0,0,0,0,0,363,0,1982
 CARVÃO VAPOR ,2193,0,59,0,0,0,0,0,0,0,0,0,0,19,0,0,1282,0,1982
 CARVÃO METALÚRGICO ,730,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
 URÂNIO U3O8 ,2899,0,-1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
 ENERGIA HIDRÁULICA ,12137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
 LENHA ,29108,0,0,0,0,0,0,0,12542,170,5,3200,0,3,0,0,4288,0,1982
 PRODUTOS DA CANA ,12139,0,0,0,0,0,0,3092,0,0,0,0,0,0,0,0,5230,0,1982
 OUTRAS FONTES PRIMÁRIAS ,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,1982
 ENERGIA PRIMÁRIA TOTAL ,76726,43976,-1275,-1133,-979,-628,423,3436,12543,170,5,3200,0,22,0,0,11973,0,1982
 ÓLEO DIESEL ,0,206,482,-1276,0,0,0,313,0,22,65,2257,11514,551,0,869,323,0,1982
 ÓLEO COMBUSTIVEL ,0,2067,-747,-2191,0,0,0,1441,0,225,105,67,0,6,0,1405,8844,129,1982
 GASOLINA ,0,66,-138,-1204,0,0,0,0,0,0,0,0,8013,0,69,0,0,0,1982
 GLP ,0,852,-267,-36,0,0,0,13,3354,116,14,0,0,0,0,0,165,0,1982
 NAFTA ,0,1,-13,0,0,0,2360,0,0,0,0,0,0,0,0,0,2,0,1982
 QUEROSENE ,0,0,-88,-638,0,0,96,0,244,0,1,0,0,0,1912,0,160,0,1982
